OBJECTID,STATEFP,COUNTYFP,County,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,DAC,Income_Group,Urban_Rural_RuralCenter,PerCap_100k_L2DCFC,DAC_andor_LIC,UCC_eligible,REV2_eligible,Shape__Area,Shape__Length
3,06,037,Los Angeles County,204920,06037204920,2049.20,Census Tract 2049.20,909972,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",909975.249565125,3900.20222153915
4,06,037,Los Angeles County,205110,06037205110,2051.10,Census Tract 2051.10,286960,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",286960.736000061,2813.12813022
5,06,037,Los Angeles County,205120,06037205120,2051.20,Census Tract 2051.20,1466130,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1466128.07563782,6115.04689847068
6,06,037,Los Angeles County,206010,06037206010,2060.10,Census Tract 2060.10,1418138,20551,Disadvantaged Community,Low,Urban,363.989322979859,Yes,"No, ineligible","No, ineligible",1438691.03701019,6421.12917254276
8,06,037,Los Angeles County,206050,06037206050,2060.50,Census Tract 2060.50,1643426,94606,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1738032.949646,7759.97498382187
9,06,037,Los Angeles County,207400,06037207400,2074,Census Tract 2074,862957,6458,Disadvantaged Community,Middle,Urban,16049.3827160494,Yes,"No, ineligible","No, ineligible",869413.835418701,4624.11911698239
12,06,037,Los Angeles County,192510,06037192510,1925.10,Census Tract 1925.10,340750,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",340749.920471191,2474.38391897733
13,06,037,Los Angeles County,192520,06037192520,1925.20,Census Tract 1925.20,307802,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",307804.172130585,2379.56748672856
14,06,037,Los Angeles County,192610,06037192610,1926.10,Census Tract 1926.10,415408,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",415406.525333405,2788.51695962467
15,06,037,Los Angeles County,192700,06037192700,1927,Census Tract 1927,531205,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",531203.651199341,2930.41727489002
28,06,077,San Joaquin County,002000,06077002000,20,Census Tract 20,2008597,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2008592.34327561,6472.16797092658
29,06,077,San Joaquin County,002100,06077002100,21,Census Tract 21,3312527,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3312523.61304718,7422.25600089519
30,06,077,San Joaquin County,002300,06077002300,23,Census Tract 23,2082728,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2082729.30912775,8475.99711022009
42,06,071,San Bernardino County,004201,06071004201,42.01,Census Tract 42.01,3087820,268850,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3356672.08950043,8246.26360167397
43,06,071,San Bernardino County,004202,06071004202,42.02,Census Tract 42.02,1814584,0,Disadvantaged Community,Low,Urban,70.1262272089762,Yes,"Yes, eligible","No, ineligible",1814587.73907471,6099.33975291967
44,06,071,San Bernardino County,004401,06071004401,44.01,Census Tract 44.01,1786132,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1786133.77870178,6844.20037254906
62,06,001,Alameda County,433200,06001433200,4332,Census Tract 4332,3174901,0,Disadvantaged Community,Low,Urban,200.225253410086,Yes,"No, ineligible","No, ineligible",3174904.98821974,9582.6115281631
67,06,077,San Joaquin County,002701,06077002701,27.01,Census Tract 27.01,4137641,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",4137644.96625677,11090.4999053905
68,06,077,San Joaquin County,002702,06077002702,27.02,Census Tract 27.02,2556130,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2556130.53505516,7200.23630329946
79,06,077,San Joaquin County,003113,06077003113,31.13,Census Tract 31.13,2043838,24983,Disadvantaged Community,Low,Urban,423.728813559322,Yes,"No, ineligible","No, ineligible",2068820.18424398,7904.43839347089
107,06,001,Alameda County,437200,06001437200,4372,Census Tract 4372,2554599,0,Disadvantaged Community,Low,Urban,213.646681799973,Yes,"No, ineligible","No, ineligible",2554602.63485479,6574.68394796118
113,06,077,San Joaquin County,003403,06077003403,34.03,Census Tract 34.03,2592731,0,Disadvantaged Community,Middle,Urban,20.8333333333333,Yes,"Yes, eligible","No, ineligible",2592730.37042005,6728.77612858609
115,06,077,San Joaquin County,003405,06077003405,34.05,Census Tract 34.05,1107643,13623,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1121266.55181943,4517.31463759149
118,06,077,San Joaquin County,003601,06077003601,36.01,Census Tract 36.01,30709182,297604,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",31006791.5649035,29710.0540737628
119,06,077,San Joaquin County,003802,06077003802,38.02,Census Tract 38.02,2140101,31238,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",2171337.27425885,7192.59619923016
151,06,013,Contra Costa County,392200,06013392200,3922,Census Tract 3922,11661117,5642195,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",17303309.8939762,23087.5469356398
160,06,037,Los Angeles County,221601,06037221601,2216.01,Census Tract 2216.01,369898,0,Disadvantaged Community,Low,Urban,63.6739891754218,Yes,"Yes, eligible","No, ineligible",369896.861198425,2529.34458047865
161,06,037,Los Angeles County,222001,06037222001,2220.01,Census Tract 2220.01,474298,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",474298.077777863,2789.67570309048
162,06,037,Los Angeles County,237201,06037237201,2372.01,Census Tract 2372.01,453406,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",453404.077331543,2709.15452270851
163,06,037,Los Angeles County,239201,06037239201,2392.01,Census Tract 2392.01,449869,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",449867.470787048,2709.40114350177
164,06,037,Los Angeles County,239601,06037239601,2396.01,Census Tract 2396.01,422289,0,Disadvantaged Community,Low,Urban,54.3183052688756,Yes,"Yes, eligible","No, ineligible",422287.148284912,2924.46132390508
166,06,037,Los Angeles County,980031,06037980031,9800.31,Census Tract 9800.31,12595155,13331664,Disadvantaged Community,Low,Urban,170.212765957447,Yes,"No, ineligible","No, ineligible",25926814.216568,25164.9740381411
169,06,059,Orange County,074805,06059074805,748.05,Census Tract 748.05,470858,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",470860.986976624,2828.083558855
179,06,059,Orange County,087403,06059087403,874.03,Census Tract 874.03,630338,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",630337.869483948,3796.26451578474
187,06,019,Fresno County,004404,06019004404,44.04,Census Tract 44.04,2676102,0,Disadvantaged Community,Low,Urban,1015.22842639594,Yes,"No, ineligible","No, ineligible",2676104.2876637,7572.03720225791
189,06,059,Orange County,087902,06059087902,879.02,Census Tract 879.02,1117651,0,Disadvantaged Community,Low,Urban,18.491124260355,Yes,"Yes, eligible","No, ineligible",1117653.92993927,4384.03929063649
209,06,037,Los Angeles County,602504,06037602504,6025.04,Census Tract 6025.04,321449,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",321448.021934509,2409.50488915836
210,06,037,Los Angeles County,241002,06037241002,2410.02,Census Tract 2410.02,707355,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",707357.521682739,3967.67928170755
214,06,019,Fresno County,005301,06019005301,53.01,Census Tract 53.01,1940426,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1940425.84983492,6443.89292285959
217,06,019,Fresno County,005305,06019005305,53.05,Census Tract 53.05,1574377,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1574379.1933403,5608.90429849386
221,06,037,Los Angeles County,980007,06037980007,9800.07,Census Tract 9800.07,2401374,303692,Disadvantaged Community,NA,Urban,,Yes,"No, ineligible","No, ineligible",2705065.3321228,7358.77156278043
222,06,037,Los Angeles County,980009,06037980009,9800.09,Census Tract 9800.09,20912227,356888,Disadvantaged Community,NA,Urban,140000,Yes,"No, ineligible","No, ineligible",21269118.7302628,24728.330184051
223,06,037,Los Angeles County,296901,06037296901,2969.01,Census Tract 2969.01,617328,0,Disadvantaged Community,Low,Urban,44.7828034034931,Yes,"Yes, eligible","No, ineligible",617327.989784241,3460.99433960137
225,06,037,Los Angeles County,134522,06037134522,1345.22,Census Tract 1345.22,615306,0,Disadvantaged Community,Low,Urban,119.990400767939,Yes,"No, ineligible","No, ineligible",615306.012016296,3132.26279702271
227,06,037,Los Angeles County,211122,06037211122,2111.22,Census Tract 2111.22,365553,0,Disadvantaged Community,Low,Urban,31.6155548529877,Yes,"Yes, eligible","No, ineligible",365553.828117371,2522.00599563691
228,06,037,Los Angeles County,104822,06037104822,1048.22,Census Tract 1048.22,604352,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",604353.400588989,4197.17222295337
236,06,097,Sonoma County,153104,06097153104,1531.04,Census Tract 1531.04,1711348,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1711352.71069241,8019.99524186701
237,06,001,Alameda County,405401,06001405401,4054.01,Census Tract 4054.01,313930,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",313932.653063536,2472.25613306394
247,06,037,Los Angeles County,910101,06037910101,9101.01,Census Tract 9101.01,61013009,267845,Disadvantaged Community,Low,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",61280862.2258377,42222.462842632
250,06,037,Los Angeles County,302003,06037302003,3020.03,Census Tract 3020.03,237181,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",237179.738243103,2017.13513898546
253,06,037,Los Angeles County,127605,06037127605,1276.05,Census Tract 1276.05,644917,3699,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",648616.515285492,3221.42620160167
258,06,037,Los Angeles County,119341,06037119341,1193.41,Census Tract 1193.41,326387,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",326388.774494171,2547.93327488786
259,06,037,Los Angeles County,120106,06037120106,1201.06,Census Tract 1201.06,205874,415,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",206288.989238739,1850.89135791311
260,06,037,Los Angeles County,122121,06037122121,1221.21,Census Tract 1221.21,411960,0,Disadvantaged Community,Low,Urban,106.044538706257,Yes,"No, ineligible","No, ineligible",411960.218883514,3659.81432623981
261,06,037,Los Angeles County,124204,06037124204,1242.04,Census Tract 1242.04,324351,0,Disadvantaged Community,Low,Urban,45.6204379562044,Yes,"Yes, eligible","No, ineligible",324350.503627777,2415.56244553428
267,06,007,Butte County,003700,06007003700,37,Census Tract 37,106790827,18646084,Disadvantaged Community,Low,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",125436908.883245,62021.3178554675
283,06,001,Alameda County,432501,06001432501,4325.01,Census Tract 4325.01,1362361,0,Disadvantaged Community,Low,Urban,61.8046971569839,Yes,"Yes, eligible","No, ineligible",1362365.29629278,4720.2914011594
300,06,065,Riverside County,043517,06065043517,435.17,Census Tract 435.17,39094916,1331517,Disadvantaged Community,Middle,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",40426431.3513336,31681.3355753358
301,06,001,Alameda County,406201,06001406201,4062.01,Census Tract 4062.01,408074,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",408074.605813026,2805.30739974692
302,06,001,Alameda County,406202,06001406202,4062.02,Census Tract 4062.02,392183,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",392180.665231705,2660.02549425642
328,06,067,Sacramento County,006101,06067006101,61.01,Census Tract 61.01,2796720,0,Disadvantaged Community,Low,Urban,40.9332787556283,Yes,"Yes, eligible","No, ineligible",2796721.52203608,6880.72517497029
329,06,067,Sacramento County,006102,06067006102,61.02,Census Tract 61.02,1308689,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1308689.75651789,4827.1968216613
330,06,067,Sacramento County,006201,06067006201,62.01,Census Tract 62.01,2227677,0,Disadvantaged Community,Low,Urban,380.486479141188,Yes,"No, ineligible","No, ineligible",2227676.79607296,6249.7125208117
342,06,067,Sacramento County,006202,06067006202,62.02,Census Tract 62.02,1627291,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1627289.8460989,6295.94824687981
343,06,067,Sacramento County,006300,06067006300,63,Census Tract 63,2759885,48714,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2808598.59747314,8433.94833568505
344,06,067,Sacramento County,006400,06067006400,64,Census Tract 64,3416902,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3416904.21844196,9185.34795362114
345,06,037,Los Angeles County,701801,06037701801,7018.01,Census Tract 7018.01,1899394,0,Disadvantaged Community,Low,Urban,1385.51635480646,Yes,"No, ineligible","No, ineligible",1899389.45811462,5883.75694313118
346,06,037,Los Angeles County,701802,06037701802,7018.02,Census Tract 7018.02,1248774,0,Disadvantaged Community,Low,Urban,322.927879440258,Yes,"No, ineligible","No, ineligible",1248771.23541641,4663.10588936905
354,06,067,Sacramento County,006500,06067006500,65,Census Tract 65,3891462,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3891465.11890888,8180.86498392364
355,06,067,Sacramento County,006600,06067006600,66,Census Tract 66,2211010,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2211008.54364777,6661.3941191211
356,06,067,Sacramento County,006701,06067006701,67.01,Census Tract 67.01,3289851,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3289852.67456722,7478.28047221321
357,06,067,Sacramento County,006702,06067006702,67.02,Census Tract 67.02,3928154,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3928153.73661041,8377.88412222617
358,06,067,Sacramento County,006800,06067006800,68,Census Tract 68,2481280,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2481281.11664486,7181.18577070934
364,06,077,San Joaquin County,005109,06077005109,51.09,Census Tract 51.09,1667685,0,Disadvantaged Community,Low,Urban,47.5172249940603,Yes,"Yes, eligible","No, ineligible",1667682.77459097,5877.67580012215
369,06,077,San Joaquin County,005113,06077005113,51.13,Census Tract 51.13,6077467,0,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",6077464.72482657,14312.4401240276
370,06,077,San Joaquin County,005114,06077005114,51.14,Census Tract 51.14,6993812,0,Disadvantaged Community,High,Urban,410.236374291854,Yes,"No, ineligible","No, ineligible",6993813.76645184,16403.1107717736
371,06,059,Orange County,086402,06059086402,864.02,Census Tract 864.02,1250222,0,Disadvantaged Community,Low,Urban,16.4717509471257,Yes,"Yes, eligible","No, ineligible",1250223.15635681,4710.97462817169
372,06,059,Orange County,086404,06059086404,864.04,Census Tract 864.04,1177820,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1177820.91843414,4637.23444446849
373,06,059,Orange County,086406,06059086406,864.06,Census Tract 864.06,1084874,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1084873.30719757,4460.64052462046
374,06,059,Orange County,086407,06059086407,864.07,Census Tract 864.07,2099989,106940,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2206925.96450806,8974.31838137996
381,06,059,Orange County,086501,06059086501,865.01,Census Tract 865.01,1415329,0,Disadvantaged Community,Low,Urban,235.072872590503,Yes,"No, ineligible","No, ineligible",1415324.5442276,5204.13902843668
382,06,059,Orange County,086502,06059086502,865.02,Census Tract 865.02,1020723,45417,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1066138.97077942,4445.45617337464
389,06,067,Sacramento County,006900,06067006900,69,Census Tract 69,5021337,256731,Disadvantaged Community,Low,Urban,226.430629888843,Yes,"No, ineligible","No, ineligible",5278068.83496189,10040.2747702036
390,06,067,Sacramento County,007001,06067007001,70.01,Census Tract 70.01,3152852,192465,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3345314.17689419,13620.5612699033
392,06,039,Madera County,000800,06039000800,8,Census Tract 8,2816999,0,Disadvantaged Community,Low,Urban,58.8841454438392,Yes,"Yes, eligible","No, ineligible",2817000.50268748,10417.0452538346
393,06,037,Los Angeles County,402304,06037402304,4023.04,Census Tract 4023.04,697361,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",697361.262039185,4518.716004396
394,06,037,Los Angeles County,208301,06037208301,2083.01,Census Tract 2083.01,92951,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",92952.1928329468,1579.85261482681
395,06,067,Sacramento County,007007,06067007007,70.07,Census Tract 70.07,3367060,556030,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3923094.39713287,12976.2788541221
396,06,037,Los Angeles County,219901,06037219901,2199.01,Census Tract 2199.01,524891,0,Disadvantaged Community,Low,Urban,24.0963855421687,Yes,"Yes, eligible","No, ineligible",524889.704181671,3071.21776026148
398,06,067,Sacramento County,007501,06067007501,75.01,Census Tract 75.01,2630957,0,Disadvantaged Community,Low,Urban,29.1290416545296,Yes,"Yes, eligible","No, ineligible",2630955.10390997,7911.23441087212
401,06,039,Madera County,000900,06039000900,9,Census Tract 9,3824594,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3824590.3028751,10764.399902634
402,06,037,Los Angeles County,551401,06037551401,5514.01,Census Tract 5514.01,731877,0,Disadvantaged Community,Low,Urban,130.94718463553,Yes,"No, ineligible","No, ineligible",731876.414260864,3583.80748071088
416,06,077,San Joaquin County,005123,06077005123,51.23,Census Tract 51.23,2499810,0,Disadvantaged Community,Middle,Urban,42.3728813559322,Yes,"Yes, eligible","No, ineligible",2499810.10667777,6338.74153174241
418,06,077,San Joaquin County,005126,06077005126,51.26,Census Tract 51.26,1343825,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1343819.72961617,4998.74275177064
420,06,077,San Joaquin County,005305,06077005305,53.05,Census Tract 53.05,2002827,0,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",2002827.05299926,6304.10309814742
429,06,059,Orange County,086601,06059086601,866.01,Census Tract 866.01,1298903,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1298902.42812347,4887.51388824065
434,06,059,Orange County,086701,06059086701,867.01,Census Tract 867.01,2135794,7387,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2143177.00121307,7777.00359478513
435,06,059,Orange County,086702,06059086702,867.02,Census Tract 867.02,1149696,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1149693.67718506,5327.12122243749
437,06,059,Orange County,086602,06059086602,866.02,Census Tract 866.02,1143900,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1143901.0171051,4874.72680327898
442,06,059,Orange County,088501,06059088501,885.01,Census Tract 885.01,1305985,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1305983.34369659,5443.63850478486
443,06,059,Orange County,088802,06059088802,888.02,Census Tract 888.02,1205971,0,Disadvantaged Community,Low,Urban,120.385232744783,Yes,"No, ineligible","No, ineligible",1205970.10874176,5765.93970010185
450,06,059,Orange County,099702,06059099702,997.02,Census Tract 997.02,1964677,0,Disadvantaged Community,Low,Urban,50.6521463847031,Yes,"Yes, eligible","No, ineligible",1964678.15820312,6491.03721496991
453,06,059,Orange County,074405,06059074405,744.05,Census Tract 744.05,1057964,0,Disadvantaged Community,Low,Urban,30.0210147102972,Yes,"Yes, eligible","No, ineligible",1057965.03617096,5393.92521939752
455,06,037,Los Angeles County,407602,06037407602,4076.02,Census Tract 4076.02,933776,841,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",934618.468070984,4110.91344918054
457,06,059,Orange County,074901,06059074901,749.01,Census Tract 749.01,1010604,0,Disadvantaged Community,Low,Urban,40.2698077116682,Yes,"Yes, eligible","No, ineligible",1010599.60214996,4480.13006520969
461,06,037,Los Angeles County,190201,06037190201,1902.01,Census Tract 1902.01,226852,0,Disadvantaged Community,Low,Urban,37.9939209726444,Yes,"Yes, eligible","No, ineligible",226851.882247925,2118.91257340713
465,06,059,Orange County,086802,06059086802,868.02,Census Tract 868.02,1846008,0,Disadvantaged Community,Low,Urban,136.193394620361,Yes,"No, ineligible","No, ineligible",1846003.0018158,6036.35485344285
468,06,059,Orange County,086803,06059086803,868.03,Census Tract 868.03,1944962,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1944963.63208771,6408.95198716885
476,06,059,Orange County,088902,06059088902,889.02,Census Tract 889.02,1287852,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1287849.75502777,4810.4251865167
480,06,037,Los Angeles County,188100,06037188100,1881,Census Tract 1881,2097116,16592,Disadvantaged Community,Low,Urban,255.232261357836,Yes,"No, ineligible","No, ineligible",2113704.67383194,7920.91987630271
494,06,059,Orange County,074406,06059074406,744.06,Census Tract 744.06,1529728,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1529729.28026581,5654.39971668971
497,06,065,Riverside County,042620,06065042620,426.20,Census Tract 426.20,35208253,365516,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",35573768.4515762,44050.9916919707
507,06,059,Orange County,074502,06059074502,745.02,Census Tract 745.02,792510,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",792507.786720276,3895.8401553952
508,06,059,Orange County,075002,06059075002,750.02,Census Tract 750.02,1517055,0,Disadvantaged Community,Low,Urban,679.941719281204,Yes,"No, ineligible","No, ineligible",1517054.98288727,5638.40035520992
517,06,037,Los Angeles County,190100,06037190100,1901,Census Tract 1901,600603,0,Disadvantaged Community,Low,Urban,965.641140803952,Yes,"No, ineligible","No, ineligible",600606.383422852,3355.73469597002
518,06,037,Los Angeles County,199120,06037199120,1991.20,Census Tract 1991.20,943133,18746,Disadvantaged Community,Low,Urban,22.1680336954112,Yes,"Yes, eligible","No, ineligible",961877.726623535,5018.32010662396
519,06,037,Los Angeles County,199201,06037199201,1992.01,Census Tract 1992.01,395192,0,Disadvantaged Community,Low,Urban,109.289617486339,Yes,"No, ineligible","No, ineligible",395191.137802124,2723.59532757919
520,06,037,Los Angeles County,199202,06037199202,1992.02,Census Tract 1992.02,954422,0,Disadvantaged Community,Low,Urban,31.6957210776545,Yes,"Yes, eligible","No, ineligible",954419.965545654,5578.41340139237
521,06,037,Los Angeles County,199300,06037199300,1993,Census Tract 1993,2550540,40785,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2591325.74830627,9640.45298843663
527,06,037,Los Angeles County,199400,06037199400,1994,Census Tract 1994,669970,27134,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",697108.172065735,5160.33405086574
528,06,037,Los Angeles County,199700,06037199700,1997,Census Tract 1997,937116,33464,Disadvantaged Community,Low,Urban,293.82957884427,Yes,"No, ineligible","No, ineligible",970582.991523743,4226.18634746323
529,06,037,Los Angeles County,199800,06037199800,1998,Census Tract 1998,651258,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",651259.636917114,3279.81125084166
530,06,037,Los Angeles County,199900,06037199900,1999,Census Tract 1999,443014,0,Disadvantaged Community,Low,Urban,74.2942050520059,Yes,"Yes, eligible","No, ineligible",443014.05696106,3096.09970647007
541,06,111,Ventura County,002300,06111002300,23,Census Tract 23,3758660,16247,Disadvantaged Community,Low,Urban,45.9136822773186,Yes,"Yes, eligible","No, ineligible",3774906.74769592,13988.0017502348
558,06,037,Los Angeles County,127104,06037127104,1271.04,Census Tract 1271.04,707824,0,Disadvantaged Community,Low,Urban,26.1711593823606,Yes,"Yes, eligible","No, ineligible",707824.146903992,3435.56848594438
559,06,037,Los Angeles County,127804,06037127804,1278.04,Census Tract 1278.04,638152,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",638152.159873962,3195.49442293594
560,06,037,Los Angeles County,128102,06037128102,1281.02,Census Tract 1281.02,648808,0,Disadvantaged Community,Low,Urban,43.2432432432432,Yes,"Yes, eligible","No, ineligible",648808.149139404,3222.0528974972
561,06,037,Los Angeles County,132001,06037132001,1320.01,Census Tract 1320.01,968647,0,Disadvantaged Community,Low,Urban,28.8766965059197,Yes,"Yes, eligible","No, ineligible",968649.871829987,4016.54017342648
562,06,037,Los Angeles County,134001,06037134001,1340.01,Census Tract 1340.01,581333,2186,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",583519.26140213,3700.98802438777
570,06,037,Los Angeles County,208802,06037208802,2088.02,Census Tract 2088.02,211495,0,Disadvantaged Community,Low,Urban,32.5839035516455,Yes,"Yes, eligible","No, ineligible",211494.190834045,2346.84657010081
571,06,037,Los Angeles County,211921,06037211921,2119.21,Census Tract 2119.21,92665,0,Disadvantaged Community,Low,Urban,39.6667988893296,Yes,"Yes, eligible","No, ineligible",92665.1904220581,1265.60332010443
575,06,037,Los Angeles County,221303,06037221303,2213.03,Census Tract 2213.03,233968,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",233966.486141205,1976.9546306529
585,06,037,Los Angeles County,201501,06037201501,2015.01,Census Tract 2015.01,888745,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",888748.815818787,4397.75792574051
588,06,037,Los Angeles County,201700,06037201700,2017,Census Tract 2017,1694749,0,Disadvantaged Community,Low,Urban,797.968806673921,Yes,"No, ineligible","No, ineligible",1694752.90990448,6487.09094351986
589,06,037,Los Angeles County,203100,06037203100,2031,Census Tract 2031,657447,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",657445.09450531,3607.57753712834
590,06,037,Los Angeles County,203300,06037203300,2033,Census Tract 2033,1489010,2852,Disadvantaged Community,Low,Urban,6800,Yes,"No, ineligible","No, ineligible",1491864.5091095,4758.23693032273
591,06,037,Los Angeles County,203500,06037203500,2035,Census Tract 2035,1633659,23932,Disadvantaged Community,Low,Urban,412.796697626419,Yes,"No, ineligible","No, ineligible",1657595.9018631,5728.41770685664
592,06,037,Los Angeles County,203600,06037203600,2036,Census Tract 2036,553402,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",553404.063476562,3255.92871840823
594,06,037,Los Angeles County,203720,06037203720,2037.20,Census Tract 2037.20,321042,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",321041.030052185,2427.94752773916
602,06,059,Orange County,099801,06059099801,998.01,Census Tract 998.01,1492003,0,Disadvantaged Community,Low,Urban,87.0776732845698,Yes,"Yes, eligible","No, ineligible",1492003.86514282,6358.09117072875
603,06,059,Orange County,099802,06059099802,998.02,Census Tract 998.02,993944,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",993943.20880127,4187.74927009956
