OBJECTID,STATEFP,COUNTYFP,County,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,DAC,Income_Group,Urban_Rural_RuralCenter,PerCap_100k_L2DCFC,DAC_andor_LIC,UCC_eligible,REV2_eligible,Shape__Area,Shape__Length
1,06,001,Alameda County,442700,06001442700,4427,Census Tract 4427,1234034,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1234033.01495647,4764.91667039229
2,06,001,Alameda County,442800,06001442800,4428,Census Tract 4428,1278647,0,NA,Middle,Urban,271.0027100271,No,"No, ineligible","No, ineligible",1278647.29385281,4762.04935450062
3,06,037,Los Angeles County,204920,06037204920,2049.20,Census Tract 2049.20,909972,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",909975.249565125,3900.20222153915
4,06,037,Los Angeles County,205110,06037205110,2051.10,Census Tract 2051.10,286960,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",286960.736000061,2813.12813022
5,06,037,Los Angeles County,205120,06037205120,2051.20,Census Tract 2051.20,1466130,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1466128.07563782,6115.04689847068
6,06,037,Los Angeles County,206010,06037206010,2060.10,Census Tract 2060.10,1418138,20551,Disadvantaged Community,Low,Urban,363.989322979859,Yes,"No, ineligible","No, ineligible",1438691.03701019,6421.12917254276
7,06,037,Los Angeles County,206020,06037206020,2060.20,Census Tract 2060.20,843243,30290,NA,High,Urban,357.661786073544,No,"No, ineligible","No, ineligible",873536.456535339,3666.48533887069
8,06,037,Los Angeles County,206050,06037206050,2060.50,Census Tract 2060.50,1643426,94606,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1738032.949646,7759.97498382187
9,06,037,Los Angeles County,207400,06037207400,2074,Census Tract 2074,862957,6458,Disadvantaged Community,Middle,Urban,16049.3827160494,Yes,"No, ineligible","No, ineligible",869413.835418701,4624.11911698239
10,06,001,Alameda County,442900,06001442900,4429,Census Tract 4429,2066524,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",2066523.51777935,6702.08833573883
11,06,037,Los Angeles County,192410,06037192410,1924.10,Census Tract 1924.10,683899,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",683900.083473206,3308.31451801764
12,06,037,Los Angeles County,192510,06037192510,1925.10,Census Tract 1925.10,340750,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",340749.920471191,2474.38391897733
13,06,037,Los Angeles County,192520,06037192520,1925.20,Census Tract 1925.20,307802,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",307804.172130585,2379.56748672856
14,06,037,Los Angeles County,192610,06037192610,1926.10,Census Tract 1926.10,415408,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",415406.525333405,2788.51695962467
15,06,037,Los Angeles County,192700,06037192700,1927,Census Tract 1927,531205,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",531203.651199341,2930.41727489002
16,06,037,Los Angeles County,194500,06037194500,1945,Census Tract 1945,685342,0,NA,High,Urban,544.824170381377,No,"No, ineligible","No, ineligible",685339.630451202,4565.2721513049
17,06,037,Los Angeles County,195100,06037195100,1951,Census Tract 1951,1566297,329063,NA,High,Urban,160.707111289675,No,"No, ineligible","No, ineligible",1895360.0158844,6623.04210556669
18,06,037,Los Angeles County,195300,06037195300,1953,Census Tract 1953,580349,0,NA,Low,Urban,97.1188086759469,Yes,"Yes, eligible","No, ineligible",580351.269554138,3374.60164332439
19,06,001,Alameda County,443001,06001443001,4430.01,Census Tract 4430.01,768730,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",768731.281588554,3967.25794185053
20,06,001,Alameda County,443002,06001443002,4430.02,Census Tract 4430.02,1580323,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1580318.82246399,5107.53811275066
21,06,001,Alameda County,443102,06001443102,4431.02,Census Tract 4431.02,2367416,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",2367413.57697582,6604.13731059972
22,06,001,Alameda County,443301,06001443301,4433.01,Census Tract 4433.01,1577682,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1577678.50772095,6838.47756610173
23,06,037,Los Angeles County,137501,06037137501,1375.01,Census Tract 1375.01,2514410,0,NA,High,Urban,81.383519837233,No,"No, ineligible","No, ineligible",2514411.82334137,7384.84803313838
24,06,037,Los Angeles County,137502,06037137502,1375.02,Census Tract 1375.02,2090222,0,NA,High,Urban,43.965706748736,No,"No, ineligible","No, ineligible",2090219.63428116,5870.05498513862
25,06,085,Santa Clara County,504311,06085504311,5043.11,Census Tract 5043.11,2176511,0,NA,Middle,Urban,313.736188787341,No,"No, ineligible","No, ineligible",2176514.84904194,6288.15324311618
26,06,085,Santa Clara County,504314,06085504314,5043.14,Census Tract 5043.14,1475199,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1475199.86109638,5304.40374157315
27,06,085,Santa Clara County,504315,06085504315,5043.15,Census Tract 5043.15,1586748,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1586750.61122322,5411.8034484505
28,06,077,San Joaquin County,002000,06077002000,20,Census Tract 20,2008597,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2008592.34327561,6472.16797092658
29,06,077,San Joaquin County,002100,06077002100,21,Census Tract 21,3312527,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3312523.61304718,7422.25600089519
30,06,077,San Joaquin County,002300,06077002300,23,Census Tract 23,2082728,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2082729.30912775,8475.99711022009
31,06,059,Orange County,011711,06059011711,117.11,Census Tract 117.11,1131330,0,NA,Low,Urban,25.3871541000254,Yes,"Yes, eligible","No, ineligible",1131326.98197937,4198.9121450211
32,06,059,Orange County,011712,06059011712,117.12,Census Tract 117.12,1431776,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1431779.05625916,4792.60041129432
33,06,059,Orange County,011715,06059011715,117.15,Census Tract 117.15,2476274,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2476275.40068817,7106.43334694235
34,06,059,Orange County,011716,06059011716,117.16,Census Tract 117.16,1548521,0,NA,High,Urban,38.2921692513881,No,"No, ineligible","No, ineligible",1548521.9174881,5453.8089674337
35,06,059,Orange County,042114,06059042114,421.14,Census Tract 421.14,3773683,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",3773683.1223526,10816.0378324853
36,06,001,Alameda County,423400,06001423400,4234,Census Tract 4234,755443,0,NA,Low,Urban,38.7371683129963,Yes,"Yes, eligible","No, ineligible",755443.029663563,3538.66851212396
37,06,059,Orange County,042305,06059042305,423.05,Census Tract 423.05,2392953,2168407,NA,High,Urban,0,No,"No, ineligible","No, ineligible",4561359.44638062,12192.4313244167
38,06,059,Orange County,042307,06059042307,423.07,Census Tract 423.07,2473126,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",2473123.68642426,6858.03305709279
39,06,059,Orange County,063010,06059063010,630.10,Census Tract 630.10,2702941,355288,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",3058229.04438782,7967.76406145043
40,06,059,Orange County,063101,06059063101,631.01,Census Tract 631.01,1870066,88459,NA,Low,Urban,339.925834363412,Yes,"No, ineligible","No, ineligible",1958524.99967957,6540.33744450466
41,06,059,Orange County,063102,06059063102,631.02,Census Tract 631.02,1512807,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1512808.03850555,4953.178886591
42,06,071,San Bernardino County,004201,06071004201,42.01,Census Tract 42.01,3087820,268850,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3356672.08950043,8246.26360167397
43,06,071,San Bernardino County,004202,06071004202,42.02,Census Tract 42.02,1814584,0,Disadvantaged Community,Low,Urban,70.1262272089762,Yes,"Yes, eligible","No, ineligible",1814587.73907471,6099.33975291967
44,06,071,San Bernardino County,004401,06071004401,44.01,Census Tract 44.01,1786132,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1786133.77870178,6844.20037254906
45,06,001,Alameda County,423500,06001423500,4235,Census Tract 4235,635744,0,NA,Low,Urban,612.959719789842,Yes,"No, ineligible","No, ineligible",635745.394590139,3288.20684303696
46,06,001,Alameda County,423602,06001423602,4236.02,Census Tract 4236.02,404545,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",404543.665027857,2821.90808050193
47,06,001,Alameda County,427600,06001427600,4276,Census Tract 4276,582861,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",582865.138599873,3488.81350709831
48,06,059,Orange County,063103,06059063103,631.03,Census Tract 631.03,971192,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",971192.760063171,4835.4477647793
49,06,059,Orange County,063201,06059063201,632.01,Census Tract 632.01,1017662,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1017661.71550751,4097.03901979267
50,06,075,San Francisco County,015700,06075015700,157,Census Tract 157,836665,0,NA,Middle,Urban,471.698113207547,No,"No, ineligible","No, ineligible",836667.604047775,3990.87265880136
51,06,075,San Francisco County,015900,06075015900,159,Census Tract 159,296387,0,NA,Low,Urban,269.039735099338,Yes,"No, ineligible","No, ineligible",296386.492263794,2435.42800153145
52,06,075,San Francisco County,016000,06075016000,160,Census Tract 160,157523,0,NA,Low,Urban,819.672131147541,Yes,"No, ineligible","No, ineligible",157523.755251884,1771.29940856687
53,06,075,San Francisco County,016200,06075016200,162,Census Tract 162,273255,0,NA,Middle,Urban,30.5064063453325,No,"No, ineligible","No, ineligible",273257.879120827,2205.77470005557
54,06,075,San Francisco County,016300,06075016300,163,Census Tract 163,245867,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",245865.770720482,2012.53102996573
55,06,075,San Francisco County,016400,06075016400,164,Census Tract 164,309099,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",309098.751775742,2312.55389684915
56,06,037,Los Angeles County,408137,06037408137,4081.37,Census Tract 4081.37,830777,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",830779.270957947,4348.67877845241
57,06,075,San Francisco County,016600,06075016600,166,Census Tract 166,343168,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",343168.023961544,3016.39941484438
58,06,075,San Francisco County,015500,06075015500,155,Census Tract 155,311339,0,NA,Low,Urban,197.127569698676,Yes,"No, ineligible","No, ineligible",311337.896073818,3654.98453133182
59,06,075,San Francisco County,015600,06075015600,156,Census Tract 156,293930,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",293931.707796574,2439.55340510725
60,06,075,San Francisco County,016700,06075016700,167,Census Tract 167,490697,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",490694.565552711,3493.65337765325
61,06,001,Alameda County,433000,06001433000,4330,Census Tract 4330,1323523,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1323523.28996849,5840.45878125632
62,06,001,Alameda County,433200,06001433200,4332,Census Tract 4332,3174901,0,Disadvantaged Community,Low,Urban,200.225253410086,Yes,"No, ineligible","No, ineligible",3174904.98821974,9582.6115281631
63,06,001,Alameda County,433300,06001433300,4333,Census Tract 4333,2455576,0,NA,Low,Urban,154.619250096637,Yes,"No, ineligible","No, ineligible",2455578.31373215,7748.08869789728
64,06,001,Alameda County,433400,06001433400,4334,Census Tract 4334,5474774,2188972,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",7663749.33053112,12660.7794959196
65,06,001,Alameda County,433500,06001433500,4335,Census Tract 4335,1234825,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1234825.31021929,5259.25824356384
66,06,001,Alameda County,433102,06001433102,4331.02,Census Tract 4331.02,1433684,0,NA,Low,Urban,178.372352285396,Yes,"No, ineligible","No, ineligible",1433680.08202839,5835.42239854664
67,06,077,San Joaquin County,002701,06077002701,27.01,Census Tract 27.01,4137641,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",4137644.96625677,11090.4999053905
68,06,077,San Joaquin County,002702,06077002702,27.02,Census Tract 27.02,2556130,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2556130.53505516,7200.23630329946
69,06,077,San Joaquin County,003106,06077003106,31.06,Census Tract 31.06,1645369,271038,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1916405.65115613,5715.08076018684
70,06,001,Alameda County,440307,06001440307,4403.07,Census Tract 4403.07,1405895,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1405894.04545259,6197.08441370737
71,06,001,Alameda County,433800,06001433800,4338,Census Tract 4338,1600708,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1600707.26419592,6449.23451315919
72,06,001,Alameda County,440308,06001440308,4403.08,Census Tract 4403.08,1838209,0,NA,Middle,Urban,97.2289742343218,No,"No, ineligible","No, ineligible",1838207.04054928,6928.63867037646
73,06,001,Alameda County,441200,06001441200,4412,Census Tract 4412,3241561,11692,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",3253255.81830454,8615.48369524293
74,06,001,Alameda County,441301,06001441301,4413.01,Census Tract 4413.01,3293445,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",3293445.78689003,8434.09482310182
75,06,001,Alameda County,441302,06001441302,4413.02,Census Tract 4413.02,1994667,0,NA,High,Urban,50.5305709954523,No,"No, ineligible","No, ineligible",1994671.54757595,6168.51110140062
76,06,077,San Joaquin County,003108,06077003108,31.08,Census Tract 31.08,1354234,239075,NA,Low,Urban,304.41400304414,Yes,"No, ineligible","No, ineligible",1593308.60683935,5558.50385721839
77,06,077,San Joaquin County,003111,06077003111,31.11,Census Tract 31.11,2136317,9826,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2146140.19293694,6686.09771008391
78,06,077,San Joaquin County,003112,06077003112,31.12,Census Tract 31.12,1407805,376200,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1784006.74075942,5660.12065173833
79,06,077,San Joaquin County,003113,06077003113,31.13,Census Tract 31.13,2043838,24983,Disadvantaged Community,Low,Urban,423.728813559322,Yes,"No, ineligible","No, ineligible",2068820.18424398,7904.43839347089
80,06,077,San Joaquin County,003203,06077003203,32.03,Census Tract 32.03,1940511,15827,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1956335.4898729,6600.208109175
81,06,001,Alameda County,440331,06001440331,4403.31,Census Tract 4403.31,1857327,0,NA,Middle,Urban,274.725274725275,No,"No, ineligible","No, ineligible",1857325.65112162,6675.66362510819
82,06,001,Alameda County,433900,06001433900,4339,Census Tract 4339,816585,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",816584.670309544,3712.52779475943
83,06,077,San Joaquin County,003205,06077003205,32.05,Census Tract 32.05,1570307,23541,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1593853.30804531,5574.53126096856
84,06,077,San Joaquin County,003208,06077003208,32.08,Census Tract 32.08,5229449,127262,NA,High,Urban,0,No,"No, ineligible","No, ineligible",5356709.94968554,10848.6290690008
85,06,001,Alameda County,434000,06001434000,4340,Census Tract 4340,1208790,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1208788.65150213,5550.97173289275
86,06,001,Alameda County,435500,06001435500,4355,Census Tract 4355,1012330,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1012330.05001497,4875.38719153178
87,06,001,Alameda County,435800,06001435800,4358,Census Tract 4358,1303188,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1303188.83105516,5771.87791527239
88,06,077,San Joaquin County,003209,06077003209,32.09,Census Tract 32.09,1286124,3688,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1289812.49192779,4915.9540101696
89,06,077,San Joaquin County,003210,06077003210,32.10,Census Tract 32.10,1251163,829,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1251991.3765651,6546.49328932328
90,06,077,San Joaquin County,003213,06077003213,32.13,Census Tract 32.13,1160165,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1160164.62340784,5873.99551683827
91,06,077,San Joaquin County,003214,06077003214,32.14,Census Tract 32.14,1072847,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1072845.50152665,5004.33572632892
92,06,001,Alameda County,435900,06001435900,4359,Census Tract 4359,2411352,17052,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2428403.06033611,9158.13377382726
93,06,001,Alameda County,436000,06001436000,4360,Census Tract 4360,1315446,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1315443.1868577,5774.04902482495
94,06,001,Alameda County,436100,06001436100,4361,Census Tract 4361,1258238,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1258238.88977718,6095.34634390764
95,06,001,Alameda County,436200,06001436200,4362,Census Tract 4362,644506,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",644507.994970798,3580.13754553419
96,06,001,Alameda County,436300,06001436300,4363,Census Tract 4363,1831137,0,NA,Low,Urban,42.3549343498518,Yes,"Yes, eligible","No, ineligible",1831143.31242752,5954.01581026421
97,06,001,Alameda County,436401,06001436401,4364.01,Census Tract 4364.01,3116599,0,NA,Middle,Urban,139.41168269901,No,"No, ineligible","No, ineligible",3116604.51370573,8296.25528703245
98,06,001,Alameda County,436602,06001436602,4366.02,Census Tract 4366.02,891670,0,NA,Low,Urban,176.021904948171,Yes,"No, ineligible","No, ineligible",891669.520287037,4092.0414736308
99,06,001,Alameda County,436700,06001436700,4367,Census Tract 4367,798274,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",798271.478335381,3782.8083895051
100,06,001,Alameda County,436800,06001436800,4368,Census Tract 4368,1025366,0,NA,Low,Urban,684.618895481515,Yes,"No, ineligible","No, ineligible",1025366.488029,4286.90777757525
101,06,075,San Francisco County,016900,06075016900,169,Census Tract 169,294847,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",294846.41021204,2701.84003325945
102,06,075,San Francisco County,017000,06075017000,170,Census Tract 170,469549,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",469548.114255428,3118.00669437502
103,06,113,Yolo County,010511,06113010511,105.11,Census Tract 105.11,870796,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",870795.159926414,4008.58347651585
104,06,113,Yolo County,010512,06113010512,105.12,Census Tract 105.12,1190643,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1190643.26040077,5243.95975286077
105,06,001,Alameda County,436900,06001436900,4369,Census Tract 4369,1207092,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1207095.57420826,4551.39620848273
106,06,001,Alameda County,437000,06001437000,4370,Census Tract 4370,1597254,0,NA,Low,Urban,314.915545376467,Yes,"No, ineligible","No, ineligible",1597253.03455162,5505.25264520063
107,06,001,Alameda County,437200,06001437200,4372,Census Tract 4372,2554599,0,Disadvantaged Community,Low,Urban,213.646681799973,Yes,"No, ineligible","No, ineligible",2554602.63485479,6574.68394796118
108,06,001,Alameda County,437300,06001437300,4373,Census Tract 4373,1027863,0,NA,Low,Urban,122.062862374123,Yes,"No, ineligible","No, ineligible",1027860.73399782,4566.45457257394
109,06,001,Alameda County,437400,06001437400,4374,Census Tract 4374,861191,0,NA,Low,Urban,57.3888091822095,Yes,"Yes, eligible","No, ineligible",861186.972018242,4237.99170737313
110,06,001,Alameda County,437600,06001437600,4376,Census Tract 4376,818977,0,NA,Low,Urban,56.5610859728507,Yes,"Yes, eligible","No, ineligible",818978.480091095,4049.94412384258
111,06,077,San Joaquin County,003306,06077003306,33.06,Census Tract 33.06,1160594,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1160593.36322869,4984.356584403
112,06,077,San Joaquin County,003311,06077003311,33.11,Census Tract 33.11,1362227,5622,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1367850.34886234,5036.21847993201
113,06,077,San Joaquin County,003403,06077003403,34.03,Census Tract 34.03,2592731,0,Disadvantaged Community,Middle,Urban,20.8333333333333,Yes,"Yes, eligible","No, ineligible",2592730.37042005,6728.77612858609
114,06,077,San Joaquin County,003404,06077003404,34.04,Census Tract 34.04,1337827,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1337829.93235721,4654.17918333536
115,06,077,San Joaquin County,003405,06077003405,34.05,Census Tract 34.05,1107643,13623,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1121266.55181943,4517.31463759149
116,06,077,San Joaquin County,003307,06077003307,33.07,Census Tract 33.07,1601591,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1601590.78013339,5336.08692048355
117,06,077,San Joaquin County,003310,06077003310,33.10,Census Tract 33.10,1113986,12123,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1126109.01652695,4492.84258184262
118,06,077,San Joaquin County,003601,06077003601,36.01,Census Tract 36.01,30709182,297604,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",31006791.5649035,29710.0540737628
119,06,077,San Joaquin County,003802,06077003802,38.02,Census Tract 38.02,2140101,31238,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",2171337.27425885,7192.59619923016
120,06,001,Alameda County,437900,06001437900,4379,Census Tract 4379,673868,0,NA,Low,Urban,258.5092632486,Yes,"No, ineligible","No, ineligible",673869.574726105,5201.41556502986
121,06,001,Alameda County,438100,06001438100,4381,Census Tract 4381,2007041,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2007038.70024729,7118.60892344328
122,06,001,Alameda County,438201,06001438201,4382.01,Census Tract 4382.01,994909,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",994911.38732338,5032.41608778523
123,06,001,Alameda County,438400,06001438400,4384,Census Tract 4384,1723690,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1723691.21898365,5842.8774045102
124,06,001,Alameda County,437800,06001437800,4378,Census Tract 4378,1276511,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1276511.22520542,5497.04431872204
125,06,113,Yolo County,010513,06113010513,105.13,Census Tract 105.13,647507,0,NA,Low,Urban,68.5400959561343,Yes,"Yes, eligible","No, ineligible",647507.562031746,3500.06145635991
126,06,001,Alameda County,440200,06001440200,4402,Census Tract 4402,1160876,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1160872.76147175,4727.13118504275
127,06,001,Alameda County,440304,06001440304,4403.04,Census Tract 4403.04,977967,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",977967.339549065,4681.78826018904
128,06,001,Alameda County,432200,06001432200,4322,Census Tract 4322,1023816,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1023814.25005054,4217.78830882008
129,06,001,Alameda County,432300,06001432300,4323,Census Tract 4323,1044683,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1044683.67174673,4608.34242387636
130,06,001,Alameda County,440305,06001440305,4403.05,Census Tract 4403.05,928519,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",928521.931009293,4100.36134090003
131,06,001,Alameda County,432700,06001432700,4327,Census Tract 4327,828606,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",828607.95702219,4005.68179144874
132,06,001,Alameda County,432502,06001432502,4325.02,Census Tract 4325.02,816163,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",816166.930256367,4224.19115452088
133,06,001,Alameda County,433103,06001433103,4331.03,Census Tract 4331.03,690662,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",690662.446509361,5039.31519352765
134,06,065,Riverside County,041912,06065041912,419.12,Census Tract 419.12,4507807,0,NA,High,Urban,14.712373105782,No,"No, ineligible","No, ineligible",4507805.14735413,11423.4309732268
135,06,081,San Mateo County,608013,06081608013,6080.13,Census Tract 6080.13,1167660,266479,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1434139.015131,9090.87321946242
136,06,073,San Diego County,017050,06073017050,170.50,Census Tract 170.50,4973506,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",4973508.47543335,15914.4224062471
137,06,037,Los Angeles County,275500,06037275500,2755,Census Tract 2755,762037,25712,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",787747.457466125,3586.21615444146
138,06,037,Los Angeles County,462001,06037462001,4620.01,Census Tract 4620.01,511705,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",511703.300170898,3293.15906658427
139,06,037,Los Angeles County,463601,06037463601,4636.01,Census Tract 4636.01,928142,0,NA,Middle,Urban,434.201736806947,No,"No, ineligible","No, ineligible",928140.308006287,3898.44015318416
140,06,037,Los Angeles County,920116,06037920116,9201.16,Census Tract 9201.16,7423211,1353,NA,High,Urban,0,No,"No, ineligible","No, ineligible",7424561.84168625,13473.0437088993
141,06,037,Los Angeles County,920119,06037920119,9201.19,Census Tract 9201.19,5064036,1082,NA,High,Urban,0,No,"No, ineligible","No, ineligible",5065117.17411423,10425.5582360855
142,06,037,Los Angeles County,920338,06037920338,9203.38,Census Tract 9203.38,3715461,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",3715464.90217972,10414.5309651322
143,06,037,Los Angeles County,930301,06037930301,9303.01,Census Tract 9303.01,1028565621,4125839,NA,Middle,Rural,0,No,"No, ineligible","Yes, rural, eligible",1032691584.46851,192410.402660557
144,06,013,Contra Costa County,346204,06013346204,3462.04,Census Tract 3462.04,13020053,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",13020049.4331942,16382.3926372039
145,06,013,Contra Costa County,346203,06013346203,3462.03,Census Tract 3462.03,2868285,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",2868278.80458784,8695.10424276884
146,06,013,Contra Costa County,360101,06013360101,3601.01,Census Tract 3601.01,3929268,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3929270.20199932,10151.2415544083
147,06,013,Contra Costa County,355109,06013355109,3551.09,Census Tract 3551.09,3061543,0,NA,Low,Urban,26.4585262600873,Yes,"Yes, eligible","No, ineligible",3061538.13563424,8532.57627962727
148,06,013,Contra Costa County,355113,06013355113,3551.13,Census Tract 3551.13,5339429,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",5339428.27408433,10188.4895086975
149,06,013,Contra Costa County,334006,06013334006,3340.06,Census Tract 3340.06,1734957,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1734954.76822102,7846.45684310138
150,06,013,Contra Costa County,334200,06013334200,3342,Census Tract 3342,6787081,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",6787082.51821971,17825.3340684739
151,06,013,Contra Costa County,392200,06013392200,3922,Census Tract 3922,11661117,5642195,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",17303309.8939762,23087.5469356398
152,06,013,Contra Costa County,355306,06013355306,3553.06,Census Tract 3553.06,67115714,0,NA,Middle,Rural,0,No,"No, ineligible","Yes, rural, eligible",67115713.0764218,48858.1888215649
153,06,013,Contra Costa County,355112,06013355112,3551.12,Census Tract 3551.12,260768919,112307,NA,High,Rural,35.1679268507121,No,"No, ineligible","Yes, rural, eligible",260881244.362383,89867.0448394685
154,06,095,Solano County,252317,06095252317,2523.17,Census Tract 2523.17,31222733,313662,NA,High,Urban,0,No,"No, ineligible","No, ineligible",31536399.3918753,32501.6377357698
